job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function.,fraudulent
7819,Administrative Assistant,"US, CA, Los Angeles",,17-20,,"processing letters, proposals and contracts in an accurate and timely manner    effectively communicating with clients    coordinate daily operations of the office which will include but is not limited to: answering inquiries and phone calls, assisting four managers on a daily basis, as well as filing, faxing, and handling email"," prior hospitality experience a plus    computer proficiency required; proficient with MSWord, Excel, PowerPoint and Outlook    must be hospitality/service oriented    hotel catering or banquet experience in Sales is preferred    minimum one year of work experience in the hotel industry is preferredIf interested , please forward your resume to #EMAIL_929c86bb169d030b550237977cf976323cf77be407ad4db0273a2ca1dd04d3eb#",,0,0,0,Full-time,Not Applicable,Unspecified,Computer Hardware,Administrative,1
5692,Network Marketing,"US, DE, ",,7200-1380000,,"Are you looking to make anywhere from 600-115,000$ a month? Are you looking to be paid to take vacations? Are you tired of working a 9-5 with no ability to grow in your field. Do you want to be your own boss and set your own schedule of when you work? If you answer yes to any of these than we have the perfect opportunity for you. Our company is based on 3 principles 1.Saving Money 2.Making Money 3.Managing Money. We offer financial soulutions to help you live financially free while making money showing others. We have over 5,800 national brand retailers where we recieve discounts.","An ambition to succeed, A desire to be the best at our field and not be discourage when people turn you down. If you have these qualities than you are perfect for this business","Residual Income, Travel dollars, Car Dollars, the ability to rise in pay grade rapidly",0,0,0,Other,Not Applicable,Unspecified,Market Research,Marketing,1
17822,Webcam Model,,,,,"Internet Modeling is a premier adult modeling agency recruiting and hiring webcam models for high paying webcam jobs.We are one of the oldest and most experienced online modeling agencies, representing webcam models since 1998. Our agency recruits for the largest network of adult websites such as #URL_7c618854292c1f4fe07b7bc848323c068e2d9c12d58c214d9120a1d491e9971c# and many others, with over five million visitors per day, so our cam models make the most money. We have many immediate webcam job openings for all types of camgirls and camguys, so you can become a webcam model, and start to make money webcam modeling in as little as a few days. Being a webcam model is one of the few jobs where you can make great money from the comfort of your own home while having fun!#URL_11ac604d942dee77d69c63d9e052daaf0b2cf204ec8484d5fd3ef2f998114c2f#","In order to be considered for a webcam model position, you MUST: - Be an attractive female or male over the age of 18 with a private place to work. - Be friendly, open minded, and feel comfortable in front of the camera. - Have a scanned image of a valid Driver's License, Passport, or other legal proof of age. - Have a computer with a P4 dual core or higher processor, and at least 1GB of RAM. - Have a high speed broadband Internet connection. - Have a good quality WEBCAM and MICROPHONE","We provide the following benefits to all our webcam models:- Earn from $0.80/minute up to 70% of your gross earnings paid weekly with no minimums. - 70% lifetime revenue share paid weekly for recording or uploading videos for sale. - Weekly bonus of up to 30%, so if you make $2,000 your net pay would be $2,600. - Work on one of the largest webcam networks with over 5 million visitors per day. - Advanced HD streaming technology with the best video and audio quality available. - Ability for models to accept private phone calls from clients during paid webcam shows. - The ability to work any hours you choose from any location with high speed Internet. - Absolutely no chargebacks or deductions, so models are paid for each valid private chat. - Models can block visitors by Country, City and State, and set up to 5 blocked areas. - Personal support rep that models can contact via email, Skype, or toll free phone. - Training from experienced webcam models for qualified new hires who request it. - Assistance in getting front page placement on our network of websites. - Weekly earnings payments by check, direct deposit, Payza, Payoneer, or Paxum. - No payment delay, so you get your money within 1 week of earning it. - No payroll or payout fees of any kind, so you receive the amount you earn. - Year end 1099 earnings statements for U.S. based models (issued and sent by us). - Private delivery address for gifts sent by clients (received and forwarded by us). - Anonymous email address to give out to clients for private messages. - Separate #URL_754e3a19fe90ffc5b0d770dae56b2206b3df7f4b2a5e008013c4b59036d3a065# search engine friendly short URL for each model. - Start working immediately after your application is approved. - The ability to earn commission for any new models you refer to us.Bonus Structure   Weekly Earnings Bonus Rate Bonus Pay Total Pay   $500 - $999 10% $50 - $99.90 $550 - $1,098.90   $1,000 - $1,999 20% $200 - $399.80 $1,200 - $2,398.80   $2,000 or more 30% $600 or more $2,600 or more    We never charge our models any fees, and do not ask for your credit card number at any time. All personal identity information you submit is kept strictly confidential.",0,0,1,,,,,,1
17668,Quant Analyst ,"GB, LND, London",,55000-65000,,"Our client is an award winning High-Frequency Prop. Trading firm specializing in trading Fixed Income, Equity, and oil options looking for an experience Quant.  They're based in the city, and they're looking for a  Quant Analyst with a very strong academic background and 2-5 years of experience to join their team. The position reports to the Head of Financial Engineering and you would be working with other Quants in the team.","The Quant Analyst would be responsible for: Statistical analysis of historic &amp; realtime data Define &amp; identify data of value to our client's businesses. Add statistical understanding to the data-mining process, drawing out trends &amp; strategies for arbitrage, prop &amp; sales trading. Working closely with software development to bring data and data-analysis to the front-office risk &amp; trading system. Gain a strong understanding of derivatives theory and its application within the context of our client's business models. Understand the implementations of specific maths functions eg. Vol and pricing modes, Greeks, Risk Analyses.  Contribute to the Financial Engineering Support role and eventually provide the primary support resourceQuantitative Skills Develop programming expertise using C++ within a Unix/Linux environmentContribute to the development of new mathematical implementations to further enhance our competitive edge in the market placeSkills Set and ExperienceExperience working on the statistical analysis of large datasets Numerical degree - eg. Maths, Engineering, Physics, numerical Science or related Basic codingStrong personality fit within the company culture.Ability and desire to work directlyExperience working as a Quant in a financial trading companyExperience working with with Traders and Software Developers. Desire to work directly on the support and development of mathematical implementations within the context of our client's trading businesses.  Experience using statistical analysis in a financial market environment. Coding in single threaded or multi-threaded environments - eg. VB/VBA, Java, C#, C++Ideal candidates will have experience coding in C++ Unix/Linux experience.","Excellent bonus potential, up to double the basic depending on personal and company performance",0,0,1,Full-time,Associate,Doctorate,Banking,Engineering,1
17768,Data Entry Admin/Clerical Positions - Work From Home,"US, KY, Bowling Green",,,,ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply,,,0,0,0,,,,,,1
17580,Assistant position. The best job is waiting for you!!! ,"AU, NSW, Sydney",,,,"This is an exciting job opportunity for those who would like to  an individual to join innovative company. The company is seeking an ambitious assistent's to take on the position of a  Manager. Work with a young and dynamic team in a company that values aspiration and determination to succeed.Your aspiration to achieve agreed business goals and look at every opportunity to work and other services to clients will be key to your success. In return, you will be rewarded with an uncapped earning potential and have the opportunity to form part of a global and an established network of wealth management professionals, with a focus on providing  commercial, corporate task. Probation Period: 1 month.Main responsibilities include: the Accounting requirements for our Dealeranalysis and  communication skills. If you're ready to take on a new job or further your case management experience please send a CV - #EMAIL_0226e2f4fe7582986cb4d8285983a03f8444fb44d8a778c791fecb37fc1b810c#",basic knowledge PCPermanent access to the InternetGood verbal and written communication.Any experience in customer service sphere is appreciated.,"you will be rewarded with an uncapped earning potential and have the opportunity to form part of a global and an established network of wealth management professionals, with a focus on providing  commercial, corporate task",0,0,1,Part-time,,,Management Consulting,,1
5839,UST Testing Technician III,"US, CA, Bakersfield, CA",Oil & Energy ,70000-80000,"Jaco Oil and Refined Resources have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!Please direct all communications to the HR Department within Refined Resources (#URL_80d75e0d07ca8b108539318a0443bfe5d1ff472afa0c4540b77079c5d5f31eee#) #EMAIL_0b13a2cfd4718ce252c09b2353d692a73bd32552e922c5db6cad5fb7e9a2c6c3#Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c# | #PHONE_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1#","Qualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered. Thank you for your cooperation.  Please no recruiters.  UST Testing Technician IIIBakersfield, CALocal Petroleum Company operates primarily in retail and wholesale of motor fuels and other related petroleum products and is seeking talented, experienced, maintenance technicians to perform troubleshooting and maintenance on their retail gasoline equipment.   ","Responsibilities &amp; Position Requirements:The ideal candidate will have experience working with retail gasoline dispensing and peripheral equipment, UST systems, weights and measures compliance, and computer applications. Certifications with Gilbarco, Ruby, Sapphire, and VeederJob site set-up.Loading and unloading of equipment.Pressurize system.Locate any potential problems that may occur with testing. (Prior)Install Bravo Retrofit fittings.Install underground piping.Fill sumps for testing.Pump out sump after testing.Must have or be able to obtain manufacturers certifications.Keep jobsite clean at all times. Root Tank Gauging preferred. Schedule testing with local agencies.Qualifications:Certifications with Gilbarco, Ruby, Sapphire, and Veeder","Competitive compensation package including base + full benefits package + expense account + per diem and increase in base + many perks.Clean, safe and professional working environment / culture.  The management team has a great reputation for taking good care of employees.  Steady, consistent employment opportunity- company has a history and reputation for the tenure of employees for the long-term. No layoffs or terminatins. When work is slow the team always has work to keep current employees on a full-time status so you can feel confident your employment will be steady and something you can count on. If you like to travel and enjoy your indipendence, this position is for you. You will be traveling to multiple sites on overnight visits throughout the week and be working mostly indipendently. The position is available right away as we are prepared to move forward fairly quickly upon identifying the right candidate.  Qualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered. Thank you for your cooperation.  Please no recruiters.                                                                         ",0,1,1,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1
2274,Customer Service Representative,"US, OH, Columbus",Customer Service,30000-50000,"Gary Cartwright established Cartwright Property Management in 2007 to help manage the HOAs that were created when his development company would develop a residential or multi-family community. He has developed numerous single-family, duplex, townhome and apartment communities. Gary is a General Contractor holding an Unlimited Building license and he is a licensed real estate agent in North Carolina. Gary is also a partner in a sister real estate company. His experience as a builder, developer, and real estate sales company owner will be beneficial in assisting his rental and HOA clients in managing their rentals and HOA communities.","We are Seeking a candidate whose core values include integrity, compassion and responsibility, and is focused on building quality relationships with our clients. Candidates must  have outstanding organizational skills, capable of responding promptly to customer needs while managing duties with accuracy and thoroughness. Candidates must also be able to work from home with a minimal amount of supervision.",Home Computer with Internet AccessBasic Computer SkillsA Headset,"Weekly pay, PTO, Paid Holidays, 401 k",1,1,0,Full-time,Entry level,High School or equivalent,Real Estate,Customer Service,1
1868,SURF (Subsea Umbilical Riser Flowline) Development Engineer,"US, TX, Houston",,,"Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.","Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.Responsibilities and tasks- Manage execution of SURF (Subsea Umbilical Riser Flowline) Front End Engineering scopes including staffing and competence development. Participate in defining strategies and business development to develop new client basis. - Ensure that all subsea system solutions in support of new business opportunities meets the specified functional design criteria, and all technical and regulatory requirements. - Responsible for HSE within own area of responsibility. Ensure that all aspects of HSE are top priority in day to day business and all designs delivered satisfies HSE requirements and are in accordance with Aker Solutions HSE policy. - Identify and execute SURF Front End Engineering work including opportunity appraisal, feasibility, concept screening and selection studies, concept definition as a precursor to Pre-FEED and FEED. - Establish, implement, measure the performance of, and continuously improve work processes so that resources are used efficiently, ensuring predictable performance. Meeting all internal and external clients’ quality, cost and schedule requirements.- Be actively involved in business development activities to develop new client base, preparation of proposals, and liaison with global offices on current and potential projects. - Evaluate and assess new and emerging SURF particularly subsea technologies. Which may include managing and participating in R&amp;D initiatives, JIP’s and other technology ventures- Develop working relationships with client’s management and technical staff to develop solutions that will solve specific problems in meeting client’s current and future needs. - Coordinate and collaborate with subject matter experts within Aker Solutions in providing solutions, establishing and carrying out scope of works related to subsea concepts. - Understands project execution and can play a key role in project kick-off as per Aker Solution’s Project Execution Model (PEM).- Assist in identifying project Risks,&amp; Opportunities, uncertainties and contribute to identification of mitigation strategies;","Qualifications &amp; personal attributes- Bachelor of Engineering Degree or equivalent. With more than 15 years’ experience in SURF subsea concept design of which at least four years at specialist / managerial level. - Overall understanding the totality and disciplines relevant for development of subsea concepts.- In-depth knowledge of field architecture and operations involving multiple subsea production/injection centres.- Experience with front-end opportunity appraisal, option evaluation, feasibility assessments and concept development selection,Assets:- Experience with offshore developments located in harsh &amp; ice prone environments- Project cost estimating, schedule development and evaluation experience.- Knowledge and understanding of CNLOPB and Transport Canada regulatory requirements.Key Competencies:SURF Development Engineer will display the following competencies and complete the below described essential duties.- Analyse Issues and Solve Problems - Gathers the most important information; analyses, incorporates, and applies new information and concepts; recognizes symptoms that indicate problems; makes sound and timely decisions.- Understand Strategies - Demonstrates understanding and support of the organization’s mission and strategies; integrates and balances big-picture concerns with day-to-day activities. - Encourages Commitment - Projects a positive image and serves as a role model for others; promotes commitment to the organization’s vision, values, and direction; acknowledges others’ efforts and accomplishments.- Communicate Effectively - Expresses ideas clearly and concisely; listens carefully and attentively to others’ opinions and ideas; shares information and viewpoints openly and directly with others.- Execute Efficiently - Delegates responsibility and conveys clear expectations to the appropriate staff; monitors the progress of others and redirects efforts and/or removes obstacles in order to get efforts back on track; deals with high-priority work activities first.- Show Initiative - Sets high standards of performance for self and others and maintains a consistent, high level of productivity; takes personal responsibility to make decisions and take action; does not easily give up in the face of obstacles.- Seek Customer Satisfaction - Seeks feedback from customers; tracks performance against customer requirements; addresses customer needs by involving the right people at the right time and follows up to ensure problems are solved.We offer• Friendly colleagues in an industry with a bright future.• An environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• Competitive benefits and strong focus on work-life balance.Consistent with the Accords Act, residents of Newfoundland and Labrador specifically, and Canadians in generally, who are qualified, will be given first consideration for training and employment.",,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Engineering,1
5601,Office Assistant,"US, CA, SAN DIEGO",,,,"General PurposeProvides administrative, secretarial and clerical support to others in the office to maintain an efficient office environment.Main Job Tasks and Responsibilitiesanswer phones and transfer to the appropriate staff membertake and distribute accurate messagesgreet public and clients and direct them to the correct staff membercoordinate messenger and courier servicereceive, sort and distribute incoming mailmonitor incoming emails and answer or forward as requiredprepare outgoing mail for distributionfax, scan and copy documentsmaintain office filing and storage systemsupdate and maintain databases such as mailing lists, contact lists and client informationretrieve information when requestedupdate and maintain internal staff contact listsco-ordinate and maintain staff administrative records such as staff parking, staff phones and company credit cardstype documents, reports and correspondenceorganize travel arrangements for staffco-ordinate and organize appointments and meetingsassist with event planning and implementationmonitor and maintain office suppliesensure office equipment is properly maintained and servicedperform work related errands as requested such as going to the post office and bankkeep office area clean and tidy","Education and ExperienceHigh School Diploma or equivalentbusiness college training an advantageprevious office experience may be requested but this can also be entry level positioncompetent computer skills including MS Office or equivalentinternet skills including use of e-mails, group messaging and data collectionnumeracy and literacy skillsKey Competenciesorganization and planning skillswork management and prioritizing skillsverbal and written communication skillsproblem solving abilityattention to detailaccuracyflexibilityreliabilityteamwork",,0,0,0,Full-time,,Unspecified,,Administrative,1
7144,Health and Safety Manager,"US, TX, Houston",ENGINEERING,,,"DescriptionSet standards, define processes and provide guidance and for all health and safety matters. Assure compliance in all activities with the HSE Management System (HSEMS), legal obligations, applicable codes &amp; standards and industry best practices.Reports to the General Manager, HSEU on day-to-day matters. Available outside of the HSEU as required and approved by the Manager.Key Responsibilities include:· Assure that major hazards in the area of health and safety are properly identified, evaluated, assessed and managed. Develop standards in accordance with relevant statutory and corporate requirements for both operator and non-operator projects· Development and Implementation of HSEMS related to Health and Safety matters· Development and delivering HSE training materials and implementation of HSE Training course· Development of Corporate HSE Programmes and its implementation· Strong working knowledge of projects in the E&amp;P industry.· High visibility and credibility in the field.· Ability to work with operational organization HSE personnel to transfer wider Corporate intent.· Ability to creatively formulate Corporate HSE programs for implementation in the operational organization or project.· In depth understanding of operations, EPCI contractors, shipyards, construction and service companies.· Familiarity with relevant international standards.· Familiarity with prevailing HSE regulatory framework.About Expro:Expro provides services and products that measure. We improve, control and process flow from high-value oil and gas wells, from exploration and appraisal through to mature field production optimisation and enhancement.With a specific focus on offshore, deepwater and other technically challenging environments, we provide a range of mission critical services across three key areas:Well Test &amp; Appraisal ServicesSubsea, Completion &amp; Intervention ServicesProduction ServicesOur vision is to be the market leader in well flow management, using the industry’s best people, to deliver the highest standards of safety, quality and personalised customer service.We provide a range of solutions including:Exploration &amp; Appraisal TestingSubsea Safety SystemsDrilling &amp; CompletionFlowback &amp; Clean-upProductionWell Integrity &amp; InterventionExpro’s 40+ years of experience and innovation empowers the company to offer tailor-made solutions for customers across the energy sector. With over 5,400 employees in over 50 countries, Expro offers a truly global service solution.",Key experience and qualification requirements:· Engineering degree of equivalent (essential).· Lead Auditor (essential).· Minimum of 20 years Oil and Gas experience in Operational/HSE management roles gained in operator environment and with increased levels of responsibility,,0,0,0,Full-time,,,Oil & Energy,Engineering,1
6376,HES Manager,"US, TX, Houston",,,,"Job Description WorleyParsons is committed to providing exceptional professional services to our customers in the energy, resource and complex process industries. Our services cover the full spectrum both in size and life cycle from the creation of new assets to services that sustain and enhance operating assets.Job Description: (i.e. duties, responsibilities, tasks, etc)HES activities including the calculation and control of HES budgets, staffing requirements and schedules; preparation of certification/classification programs and the preparation of the supporting HES documents; coordination and execution of Safety Cases and support studies; Quantitative Risk Assessments; Process Hazard Analyses; Fire Protection Specifications and Environmental Impact Assessments as required by certification or regulatory entities for the Fabrication yards.· Acts as the Incident and Injury-Free (IIF) program leader for the Module Fabrication location.· Ensures fabrication sites adhere to company and regulatory HES standards and guidelines.· Conducts onsite risk assessment and mitigation.· Manages, trains and supervises Fabrication HES personnel through an expert knowledge of the Project’s HES standards, programs and goals.· Manages the application of HES procedures as established by the Project on the Fabrication sites through departmental training.· Provides guidance, assistance and advice through interpretation of Project HES practices and procedures in relation to client requirements and current legislation and regulations.· Liaises as necessary between the Project, Client, insurance carriers and regulatory agencies in order to provide assistance and resolution in regard to audits, remedial actions, worker’s compensation claims and other HES related issues.· Makes decisions independently on engineering/scientific problems and methods relating to HES using advanced techniques, modifications and extensions of theories, precepts and practices of the particular field, related sciences and disciplines.· Provides input for HES permit preparation on projects by maintaining expert knowledge of current guidelines and regulations.· Develops, customizes, and supervises the implementation of HES programs, including project site-based HES orientation, recognition and awards programs, to all levels of project staff to ensure a balance between productivity and the safety of project staff and visitors in accordance withapplicable laws and regulations.· Runs gap analyses to identify and address program gaps that may occur between Project practices, client requirements, and regulatory/legislative requirements in order to ensure that the project conforms to Project, client and regulatory/legislative requirements.· Initiates, fosters and maintains HES standards and goals through project wide HES programs to heighten awareness and ensure a safe and productive work environment.· Supervises the monitoring of HES metrics in order to provide recommendations to HES management when necessary to meet established HESstandards and goals.· Oversees the development of approaches and solutions to HES-related issues including managing investigations of accidents and near-misses, summarization of findings, and recommendation of strategies to prevent recurrences; supervises proposals and the implementation of a course of action approved by the Project.· Oversees the collection, protection and data storage related to project incidents that may result in litigation.· Supervises the preparation, maintenance, retrieval, and communication of records, reports, or documents that may be required to meet corporate or regulatory requirements, including monitoring the application of HES standards and goals.· Other related duties/functions as assigned.",Job RequirementsREQUIREDAccredited Bachelor’s Degree or equivalent preferred.Intermediate computer and software skills to include the use of word processing and email as well as the intermediate use of spreadsheets and electronic presentations.· Skills demonstrating the capability to run a large project.· A knowledge of and ability with leadership skills including mediation skills.· High critical thinking/reasoning ability.· Effective communication skills.· Strong presentation skills including public speaking.· Strong organizational skills.· Ability to attend to detail and work in a time-conscious and time-effective manner. HES related experience.· Foreign experience with a proven ability to work with contractor personnel in a mentoring/developmental role.,,0,0,0,Full-time,Executive,Bachelor's Degree,Oil & Energy,Engineering,1
16862,Quality Engineer ,"US, MA, New England ",Biotech ,40000-90000,"Maynard Consulting Company has more than 20 years experience in the biotechnology, pharmaceutical, medical device, chemical, and validation engineering fields. In addition, we have over 10 years in project management, software engineering, telecommunication, testing, and networking engineering.  MCC partners with skilled candidates to meet and exceed their career expectations.","Responsible for developing and maintaining quality engineering methodologies and providing quality engineering support within new product development, manufacturing, or system/services support.Lead process control and monitoring of CTQ parameters and specificationsLead the investigation, resolution and prevention of product and process nonconformanceParticipate in or lead teams in supporting quality disciplines, decisions, and practices (e.g., represent the Quality function as a Core Team Member)Lead in the completion and maintenance of risk analysisWork with design engineering in the completion of product verification and validationWork with microbiology to ensure appropriate environmental monitoring and that microbiology requirements are considered in product and process development activitiesLead in the implementation of assurances, process controls, and CAPA systems designed to meet or exceed internal and external requirementsLead, coach, and mentor non-exempt and entry level exempt personnelAssist in the development and execution of streamlined business systems which effectively identify and resolve quality issuesDesign and conduct experiments for process optimization and/or improvementAppropriately document experiment plans and results, including protocol writing and reports","BS degree in Engineering or Technical Field or equivalent experience; advanced degree preferred5+ years’ experienceEngineering experience and demonstrated use of Quality tools/methodologiesDetailed knowledge of FDA, GMP, ISO 13485, and ISO 14971Prior medical device experience preferredExperience implementing various product and process improvement methodologies (e.g., Six Sigma and Lean Manufacturing)ASQ CQE or other certifications preferred",,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Biotechnology,Accounting/Auditing,1
17622,Staff Required For Part-Time Cash Positions.,"AU, NSW, Sydney",,,,"Staff Required For Part-Time Cash Positions.You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $400 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info",No any experience required.,Zero start-up fee,0,0,0,Part-time,,,,,1
17733,Tele RN  ,"US, NV, ",,,,"Apply using below link directly#URL_e57c398ab49d4f4a508c6609c8a56647cf481b63ad66026f8daec857ce6fa9f1#Telemetry RN (per diem) -- Las Vegas, NVRequirements: 2 - year minimum acute experience in a hospital setting. We're eager to fill positions immediately, please apply ASAP. Active Nevada State RN license.12 hour day shifts available, 12 - 48 hours per week***Guaranteed HoursAdvantages of Per Diem Nursing:• Make extra money, depending on their commitment, which is the main advantage. • Pick your own schedules based on your commitment.• 24 hours a week, 36 hours a week - one weekend a month and one holiday a year - these are the nurses making the big bucks, while providing sorely needed coverage.• In most cases staff nurses must work every other weekend, two holidays and can't necessarily pick their schedules.• Nothing can match the flexibility that comes with per diem shifts. Higher PayPer Diem shifts are paid at a higher rate. The flexibility to pick up shifts as needed, combined with higher wages allows you to maximize your earning potential.Bachelor's Degree or Associates Degree in Nursing is requiredMust possess U.S. hospital experience; recent specialty experience within 1 year.Active American Heart Association BLS, ACLS cardWeekly pay rates will be determine based on experience. ***Please Note: If you are proactively looking for an opportunity, or would like to view our MANY openings, you may follow the link and instructions below to create your profile:To inquire, please contact:Mr. Sandy WatkinsRefer a Healthcare Professional and Receive up to $1000",,,0,0,0,Full-time,,,Hospital & Health Care,,1
17700,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,"GB, ABD, ",,,,"We are a full-service marketing and staffing firm, serving companies ranging from Fortune 100 to new start-up organizations. We work with job seekers in an equally broad range, from light industrial temporary workers to executive level candidates.Are you looking for a Work from Home Opportunity where you can earn up to $2500 and more per week? Our Online Service Representative position would be perfect for you!- Set your own hours - Make money every time you decide to work - Work remotely from home - Get paid weekly - If you have a computer with internet, this is for you","RequirementsAll you need is access to the Internet and you can participate. Computer with Internet access, valid email address, good typing skills   ",This is an entry level position and we offer full online training. You do NOT need any special skills to get started.Earn as much as you can doing data entry.  Complete Training provided before you start working and it’s easy to start!  ________________________________________Don’t let this opportunity pass you by.POSITIONS ARE STILL AVAILABLE - GET STARTED RIGHT NOW,0,0,1,,,,,,1
2740,Administrative Assistant,"US, FL, Miami",,36000-50000,,"Administrative Assistant provides personal administrative support and assistance to executive staff.Main Job Tasks and Responsibilities:Prepare and edit correspondence, communications, presentations and other documentsDesign and maintain databasesFile and retrieve documents and reference materialsConduct research, collect and analyse data to prepare reports and documentsManage and maintain executives' schedules, appointments and travel arrangementsArrange and co-ordinate meetings and eventsRecord, transcribe and distribute minutes of meetingsMonitor, screen, respond to and distribute incoming communicationsAnswer and manage incoming callsReceive and interact with incoming visitorsLiaise with internal staff at all levelsInteract with external clientsCo-ordinate project-based workReview operating practices and implement improvements where necessarySupervise, coach and train lower level staff",Education and Experience:Usually at least 3 years experience providing support at a high levelProficient computer skills and in-depth knowledge of relevant software such as MS Office SuiteKnowledge of standard office administrative practices and proceduresBachelors degree is an advantageKey Competencies:Organizational and planning skillsCommunication skillsInformation gathering and monitoring skillsProblem analysis and problem solving skillsJudgment and decision-making abilityInitiativeConfidentialityTeam memberAttention to detail and accuracyAdaptability,"Health, Dental, Life and AD&amp;D Insurance, Employee Wellness and 401k plans. Paid Time Off and Holidays with Generous Company Discounts.",0,0,0,Full-time,Entry level,Unspecified,Accounting,Administrative,1
8837,Maintenance Specialist,"US, TX, ARLINGTON",MAINT,23000-28000,"As the industry’s largest supply contracting company, Novation serves the purchasing needs of more than 65,000 VHA, UHC and Provista member organizations and their affilliates. Novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. Through its affiliation with VHA, UHC and Provista, Novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases.To help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. One of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs.","ResponsibilitiesResponsibilities:Responsibilities:- Shipping and Receiving dock processing- Internal mail sorting and delivery- Special meeting set-up and tear down- Will be required to work in multiple facilities when needed- Plan and organize work for team of associates- Will perform other tasks as needed- Motivate associates to improve performance by developing and implementing innovative recognition ideas- Coach, train and develop associates- Manage service contracts and escalate concerns- Assist with writing and administering work reviews- Communicates progress of associates to supervisor and manager- Will perform other tasks as needed- Work with vendors on various initiatives and maintain an ongoing relationship when needed","Minimum Qualifications:- Effective computer skills (Word, Excel, and Outlook)- Proven ability to work with all levels of management- Effective communication skills (oral and written)- Ability to work independently- Experience with demonstrated leadership abilities and direct reports- Ability to balance multiple responsibilities simultaneously- Good team building skills- Basic analytical and mathematical skills- Strong decision making skills- Proven ability to manage and develop timelines","Compensation and BenefitsNOVATION  offers a competitive salary, a comprehensive selection of benefit options including 401(k).Conditions of EmploymentAll job offers are contingent upon succesful completion of credit and background checks.",0,1,1,Full-time,Entry level,High School or equivalent,Mechanical or Industrial Engineering,Engineering,1
6231,Travel Agent,"US, FL, Tampa",,,,"Advantage xPO is part of the Advantage Resourcing group, which is among the ten largest global staffing firms. Advantage specializes in providing contingent and permanent workforce solutions. Every day, we talk to hiring managers, HR directors and senior management to learn their needs. At the same time, we talk about skills and goals with talented people seeking employment opportunities. This ongoing, face-to-face communication gives us a staffing perspective that’s simply unmatched. We are in tune with local conditions, and yet our reach is undeniably global. We don’t hesitate to look across the country or even the globe to align qualified talent with appropriate positions.Our Client, American Express, is in need of a Business Travel Counselor (contractor). He/She will be responsible for coordinating the company's travel needs and scheduling hotel and flight accommodations and procures necessary documentation such as passports, visas, or other clearances. The Business Travel Counselor will also ensure that travel needs are met within the constraints of the company travel budget. This is a 12 month contract opportunity with the possibility of becoming permanent.  ","Must have travel experience (hotel, Car, airline)Must have SABRE or Apollo experienceRequires a high school diploma or GED with 2 years of experience in the field or in a related area.",,0,0,1,Full-time,,High School or equivalent,,,1
